Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq CNA	Is Cancer Gene CN(source: OncoKB)
SLC1A5		19q13.32	AMP	1	0.2%	No
SLC1A6		19p13.12	HOMDEL	1	0.2%	No
SLC1A7		1p32.3	AMP	1	0.2%	No
SLC2A1		1p34.2	HOMDEL	1	0.2%	No
SLC3A1		2p21	AMP	1	0.2%	No
SLC3A2		11q12.3	AMP	1	0.2%	No
SLC5A3		21q22.11	HOMDEL	1	0.2%	No
SLC5A5		19p13.11	HOMDEL	1	0.2%	No
SLC5A5		19p13.11	AMP	1	0.2%	No
SLC6A2		16q12.2	AMP	1	0.2%	No
SLC6A3		5p15.33	HOMDEL	1	0.2%	No
SLC6A4		17q11.2	AMP	1	0.2%	No
SLC6A9		1p34.1	HOMDEL	1	0.2%	No
SLC6A11		3p25.3	AMP	1	0.2%	No
SLC6A12		12p13.33	AMP	1	0.2%	No
SLC6A13		12p13.33	AMP	1	0.2%	No
SLC7A4		22q11.21	AMP	1	0.2%	No
SLC10A1		14q24.1	AMP	1	0.2%	No
SLC10A2		13q33.1	AMP	1	0.2%	No
SLC12A1		15q21.1	AMP	1	0.2%	No
SLC12A3		16q13	AMP	1	0.2%	No
SLC14A1		18q12.3	AMP	1	0.2%	No
SLC15A1		13q32.2-q32.3	AMP	1	0.2%	No
SLC18A3		10q11.23	AMP	1	0.2%	No
SLC25A1		22q11.21	AMP	1	0.2%	No
SLCO2A1		3q22.1-q22.2	HOMDEL	1	0.2%	No
SLC22A3		6q25.3	AMP	1	0.2%	No
SLC22A5	1.645e-1	5q31.1	AMP	1	0.2%	No
SLPI		20q13.12	HOMDEL	1	0.2%	No
SMARCA2		9p24.3	AMP	1	0.2%	Yes
SMARCA4		19p13.2	AMP	1	0.2%	Yes
SMARCC1		3p21.31	AMP	1	0.2%	No
SMO		7q32.1	AMP	1	0.2%	Yes
SMPD1		11p15.4	HOMDEL	1	0.2%	No
SMPD2		6q21	AMP	1	0.2%	No
SMS		Xp22.11	AMP	1	0.2%	No
SUMO2		17q25.1	HOMDEL	1	0.2%	No
SIGLEC1		20p13	AMP	1	0.2%	No
SNAP25		20p12.2	AMP	1	0.2%	No
SNAPC1		14q23.2	AMP	1	0.2%	No
SNRPB2		20p12.1	AMP	1	0.2%	No
SNRPD1		18q11.2	AMP	1	0.2%	No
SNRPD2		19q13.32	AMP	1	0.2%	No
SNRPD3		22q11.23	AMP	1	0.2%	No
SNRPF		12q23.1	HOMDEL	1	0.2%	No
SNRPG		2p13.3	AMP	1	0.2%	No
SNTB1		8q24.12	HOMDEL	1	0.2%	No
SNX1		15q22.31	HOMDEL	1	0.2%	No
SNX1		15q22.31	AMP	1	0.2%	No
SNX2	1.645e-1	5q23.2	AMP	1	0.2%	No
SNTB2		16q22.1	AMP	1	0.2%	No
SOD1		21q22.11	HOMDEL	1	0.2%	No
SOD1		21q22.11	AMP	1	0.2%	No
SOS1		2p22.1	AMP	1	0.2%	Yes
SP100		2q37.1	HOMDEL	1	0.2%	No
SP100		2q37.1	AMP	1	0.2%	No
SPAG4		20q11.22	AMP	1	0.2%	No
SPAM1		7q31.32	AMP	1	0.2%	No
SPARC		5q33.1	HOMDEL	1	0.2%	No
SPAST		2p22.3	AMP	1	0.2%	No
SPG7		16q24.3	AMP	1	0.2%	No
SPIB		19q13.33	AMP	1	0.2%	No
SPINT1		15q15.1	AMP	1	0.2%	No
SPP2		2q37.1	HOMDEL	1	0.2%	No
SPP2		2q37.1	AMP	1	0.2%	No
SPR		2p13.2	AMP	1	0.2%	No
SPTAN1		9q34.11	HOMDEL	1	0.2%	No
SPTB		14q23.3	HOMDEL	1	0.2%	No
SRD5A2		2p23.1	AMP	1	0.2%	No
SRF		6p21.1	HOMDEL	1	0.2%	No
SRM		1p36.22	AMP	1	0.2%	No
SRP14		15q15.1	AMP	1	0.2%	No
SRPRA		11q24.2	AMP	1	0.2%	No
TRIM21		11p15.4	HOMDEL	1	0.2%	No
RO60		1q31.2	AMP	1	0.2%	No
SSR1		6p24.3	AMP	1	0.2%	No
SSRP1		11q12.1	HOMDEL	1	0.2%	No
SSX2		Xp11.22	HOMDEL	1	0.2%	Yes
SS18		18q11.2	AMP	1	0.2%	Yes
STAC		3p22.3-p22.2	AMP	1	0.2%	No
STAT3		17q21.2	AMP	1	0.2%	Yes
STAT5A		17q21.2	AMP	1	0.2%	Yes
STAT5B		17q21.2	AMP	1	0.2%	Yes
STATH		4q13.3	AMP	1	0.2%	No
HSPA13		21q11.2	AMP	1	0.2%	No
SULT1E1		4q13.3	AMP	1	0.2%	No
ELOVL4		6q14.1	AMP	1	0.2%	No
STIM1		11p15.4	HOMDEL	1	0.2%	No
STK4		20q13.12	HOMDEL	1	0.2%	No
STK10		5q35.1	HOMDEL	1	0.2%	No
STK11		19p13.3	AMP	1	0.2%	Yes
SULT1A2		16p11.2	HOMDEL	1	0.2%	No
STRN		2p22.2	AMP	1	0.2%	Yes
STX5		11q12.3	AMP	1	0.2%	No
SULT1C2		2q12.3	AMP	1	0.2%	No
SULT2A1		19q13.33	AMP	1	0.2%	No
SURF1		9q34.2	HOMDEL	1	0.2%	No
SURF2		9q34.2	HOMDEL	1	0.2%	No
SURF4		9q34.2	HOMDEL	1	0.2%	No
MED22		9q34.2	HOMDEL	1	0.2%	No
SURF6		9q34.2	HOMDEL	1	0.2%	No
VAMP2		17p13.1	AMP	1	0.2%	No
SYK		9q22.2	AMP	1	0.2%	Yes
TACR3		4q24	HOMDEL	1	0.2%	No
TAF1		Xq13.1	AMP	1	0.2%	Yes
TAF4		20q13.33	HOMDEL	1	0.2%	No
TAF4B		18q11.2	AMP	1	0.2%	No
TAF5		10q24.33	AMP	1	0.2%	No
TAF6		7q22.1	HOMDEL	1	0.2%	No
TAF9		5q13.2	AMP	1	0.2%	No
TAF10		11p15.4	HOMDEL	1	0.2%	No
TAP1		6p21.32	AMP	1	0.2%	Yes
TAP2		6p21.32	AMP	1	0.2%	Yes
TAPBP		6p21.32	HOMDEL	1	0.2%	No
TARS		5p13.3	AMP	1	0.2%	No
TBX1		22q11.21	AMP	1	0.2%	No
TBCC		6p21.1	HOMDEL	1	0.2%	No
TBCC		6p21.1	AMP	1	0.2%	No
TBCE		1q42.3	AMP	1	0.2%	No
SERPINA7		Xq22.3	AMP	1	0.2%	No
TBL1X		Xp22.31-p22.2	HOMDEL	1	0.2%	No
TBXA2R		19p13.3	AMP	1	0.2%	No
TCEA3		1p36.12	AMP	1	0.2%	No
ELOA		1p36.11	AMP	1	0.2%	No
TCF7	1.645e-1	5q31.1	AMP	1	0.2%	No
GCFC2		2p12	AMP	1	0.2%	No
TCF15		20p13	AMP	1	0.2%	No
TCF19		6p21.33	HOMDEL	1	0.2%	No
TCF20		22q13.2|22q13.3	AMP	1	0.2%	No
TRGC1		7p14.1	HOMDEL	1	0.2%	No
TRGC2		7p14.1	HOMDEL	1	0.2%	No
TRGJ1		7p14.1	HOMDEL	1	0.2%	No
TRGJ2		7p14.1	HOMDEL	1	0.2%	No
TRGJP		7p14.1	HOMDEL	1	0.2%	No
TRGJP1		7p14.1	HOMDEL	1	0.2%	No
TRGJP2		7p14.1	HOMDEL	1	0.2%	No
TRGV1		7p14.1	HOMDEL	1	0.2%	No
TRGV2		7p14.1	HOMDEL	1	0.2%	No
TECTB		10q25.2	AMP	1	0.2%	No
TRGV3		7p14.1	HOMDEL	1	0.2%	No
TRGV4		7p14.1	HOMDEL	1	0.2%	No
TRGV5		7p14.1	HOMDEL	1	0.2%	No
TRGV8		7p14.1	HOMDEL	1	0.2%	No
TRGV9		7p14.1	HOMDEL	1	0.2%	No
TRGV10		7p14.1	HOMDEL	1	0.2%	No
TRGV11		7p14.1	HOMDEL	1	0.2%	No
TCTA		3p21.31	AMP	1	0.2%	No
PPP1R11		6p22.1	HOMDEL	1	0.2%	No
PPP1R11		6p22.1	AMP	1	0.2%	No
TDGF1		3p21.31	AMP	1	0.2%	No
TDGF1P3		Xq23	AMP	1	0.2%	No
TEAD1		11p15.3	HOMDEL	1	0.2%	No
TEK		9p21.2	AMP	1	0.2%	Yes
TERF2		16q22.1	AMP	1	0.2%	No
TF		3q22.1	HOMDEL	1	0.2%	No
TFAP2B		6p12.3	AMP	1	0.2%	No
TFCP2		12q13.12-q13.13	HOMDEL	1	0.2%	No
TFPI		2q32.1	AMP	1	0.2%	No
TFR2		7q22.1	HOMDEL	1	0.2%	No
TGFA		2p13.3	AMP	1	0.2%	No
TGFB3		14q24.3	AMP	1	0.2%	No
TGM4		3p21.31	AMP	1	0.2%	No
TGFBR3		1p22.1	AMP	1	0.2%	No
TGIF1		18p11.31	HOMDEL	1	0.2%	No
TGM1		14q12	HOMDEL	1	0.2%	No
TGM2		20q11.23	AMP	1	0.2%	No
THBS4		5q14.1	AMP	1	0.2%	No
TCHH		1q21.3	HOMDEL	1	0.2%	No
TIA1		2p13.3	AMP	1	0.2%	No
TIAM1		21q22.11	HOMDEL	1	0.2%	No
TIAM1		21q22.11	AMP	1	0.2%	No
TIE1		1p34.2	HOMDEL	1	0.2%	No
TIMP2		17q25.3	HOMDEL	1	0.2%	No
TIMP3		22q12.3	HOMDEL	1	0.2%	No
TK1		17q25.3	HOMDEL	1	0.2%	No
TLE1		9q21.32	AMP	1	0.2%	Yes
TLE2		19p13.3	AMP	1	0.2%	Yes
TLE3		15q23	HOMDEL	1	0.2%	Yes
TLL2		10q24.1	AMP	1	0.2%	Yes
TLR2		4q31.3	HOMDEL	1	0.2%	No
TLR2		4q31.3	AMP	1	0.2%	No
TLR3		4q35.1	HOMDEL	1	0.2%	No
TLR3		4q35.1	AMP	1	0.2%	No
TSPAN8		12q21.1	HOMDEL	1	0.2%	No
TSPAN6		Xq22.1	AMP	1	0.2%	No
TRAPPC10		21q22.3	AMP	1	0.2%	No
TMF1		3p14.1	AMP	1	0.2%	No
TMPO		12q23.1	HOMDEL	1	0.2%	No
TMPRSS2		21q22.3	AMP	1	0.2%	Yes
TMSB4X		Xp22.2	HOMDEL	1	0.2%	No
CLDN5		22q11.21	AMP	1	0.2%	No
CLEC3B		3p21.31	AMP	1	0.2%	No
TNF		6p21.33	AMP	1	0.2%	No
TNNC2		20q13.12	HOMDEL	1	0.2%	No
TNFAIP3		6q23.3	HOMDEL	1	0.2%	Yes
TNFAIP6		2q23.3	AMP	1	0.2%	No
TNFRSF1B		1p36.22	AMP	1	0.2%	No
TNNI2		11p15.5	HOMDEL	1	0.2%	No
TNNT3		11p15.5	HOMDEL	1	0.2%	No
TNP1		2q35	AMP	1	0.2%	No
TNXB		6p21.33-p21.32	AMP	1	0.2%	No
TOP1		20q12	HOMDEL	1	0.2%	Yes
TOP1		20q12	AMP	1	0.2%	Yes
TOP2B		3p24.2	AMP	1	0.2%	No
TOP3A		17p11.2	HOMDEL	1	0.2%	No
TP53BP1		15q15.3	AMP	1	0.2%	Yes
TP73		1p36.32	HOMDEL	1	0.2%	No
TPM1		15q22.2	HOMDEL	1	0.2%	No
TPM1		15q22.2	AMP	1	0.2%	No
TPM4		19p13.12-p13.11	HOMDEL	1	0.2%	Yes
TPP2		13q33.1	AMP	1	0.2%	No
CRISP2		6p12.3	AMP	1	0.2%	No
NR2C1		12q22	HOMDEL	1	0.2%	No
TRO		Xp11.21	HOMDEL	1	0.2%	No
TRPC2		11p15.4	HOMDEL	1	0.2%	No
TRPC6		11q22.1	AMP	1	0.2%	No
TST		22q12.3	AMP	1	0.2%	No
TTC1		5q33.3	HOMDEL	1	0.2%	No
TTK		6q14.1	AMP	1	0.2%	No
TTR		18q12.1	AMP	1	0.2%	No
TUFT1		1q21.3	HOMDEL	1	0.2%	No
HIRA		22q11.21	AMP	1	0.2%	Yes
TNFRSF4		1p36.33	HOMDEL	1	0.2%	No
TYK2		19p13.2	AMP	1	0.2%	Yes
TYMS		18p11.32	AMP	1	0.2%	No
TYRO3		15q15.1	AMP	1	0.2%	Yes
UBA52		19p13.11	AMP	1	0.2%	No
UBB		17p11.2	AMP	1	0.2%	No
UBE2A		Xq24	AMP	1	0.2%	No
UBE2B	1.645e-1	5q31.1	AMP	1	0.2%	No
UBE2E2		3p24.3	AMP	1	0.2%	No
UBE2L3		22q11.21	AMP	1	0.2%	No
UBE2N		12q22	HOMDEL	1	0.2%	No
UBP1		3p22.3	HOMDEL	1	0.2%	No
UBP1		3p22.3	AMP	1	0.2%	No
UCHL1		4p13	AMP	1	0.2%	No
UCN		2p23.3	HOMDEL	1	0.2%	No
UCP1		4q31.1	HOMDEL	1	0.2%	No
UCP2		11q13.4	HOMDEL	1	0.2%	No
UCP3		11q13.4	HOMDEL	1	0.2%	No
UFD1		22q11.21	AMP	1	0.2%	No
SCGB1A1		11q12.3	AMP	1	0.2%	No
UGP2		2p15	HOMDEL	1	0.2%	No
UGP2		2p15	AMP	1	0.2%	No
UGT2B4		4q13.3	AMP	1	0.2%	No
UGT2B7		4q13.2	AMP	1	0.2%	No
UGT2B10		4q13.2	AMP	1	0.2%	No
UGT2B15		4q13.2	AMP	1	0.2%	No
UGT2B17		4q13.2	AMP	1	0.2%	No
USP4		3p21.31	AMP	1	0.2%	No
NR1H2		19q13.33	AMP	1	0.2%	No
UPP1		7p12.3	AMP	1	0.2%	No
UQCRB		8q22.1	HOMDEL	1	0.2%	No
UQCRC1		3p21.31	AMP	1	0.2%	No
UQCRFS1		19q12	AMP	1	0.2%	No
UQCRH		1p33	AMP	1	0.2%	No
UROD		1p34.1	HOMDEL	1	0.2%	No
VARS		6p21.33	AMP	1	0.2%	No
VASP		19q13.32	AMP	1	0.2%	No
VCL		10q22.2	AMP	1	0.2%	No
VDAC1	1.645e-1	5q31.1	AMP	1	0.2%	No
VDAC2		10q22.2	AMP	1	0.2%	No
VEGFA		6p21.1	AMP	1	0.2%	Yes
VEGFB		11q13.1	AMP	1	0.2%	No
VHL		3p25.3	AMP	1	0.2%	Yes
VIPR1		3p22.1	AMP	1	0.2%	No
VLDLR		9p24.2	AMP	1	0.2%	No
VSNL1		2p24.2	AMP	1	0.2%	No
ZAN		7q22.1	HOMDEL	1	0.2%	No
CORO2A		9q22.33	HOMDEL	1	0.2%	No
WNT2		7q31.2	AMP	1	0.2%	No
WNT5A		3p14.3	AMP	1	0.2%	No
WNT7A		3p25.1	AMP	1	0.2%	No
XBP1		22q12.1|22q12	AMP	1	0.2%	Yes
XDH		2p23.1	AMP	1	0.2%	No
XIST		Xq13.2	HOMDEL	1	0.2%	No
XPC		3p25.1	AMP	1	0.2%	Yes
XPO1		2p15	AMP	1	0.2%	Yes
XRCC2		7q36.1	AMP	1	0.2%	Yes
YES1		18p11.32	AMP	1	0.2%	Yes
YWHAB		20q13.12	HOMDEL	1	0.2%	No
YWHAG		7q11.23	HOMDEL	1	0.2%	No
YWHAZ		8q22.3	HOMDEL	1	0.2%	No
SF1		11q13.1	AMP	1	0.2%	No
ZBTB14		18p11.31	AMP	1	0.2%	No
ZIC3		Xq26.3	HOMDEL	1	0.2%	No
ZNF3		7q22.1	HOMDEL	1	0.2%	No
ZNF711		Xq21.1	AMP	1	0.2%	No
ZNF8		19q13.43	HOMDEL	1	0.2%	No
ZNF8		19q13.43	AMP	1	0.2%	No
ZNF14		19p13.11	AMP	1	0.2%	No
ZSCAN20		1p35.1	HOMDEL	1	0.2%	No
ZSCAN20		1p35.1	AMP	1	0.2%	No
ZNF35		3p21.31	HOMDEL	1	0.2%	No
ZNF35		3p21.31	AMP	1	0.2%	No
ZKSCAN1		7q22.1	HOMDEL	1	0.2%	No
ZSCAN21		7q22.1	HOMDEL	1	0.2%	No
MZF1		19q13.43	HOMDEL	1	0.2%	No
MZF1		19q13.43	AMP	1	0.2%	No
ZNF45		19q13.31	AMP	1	0.2%	No
ZBTB25		14q23.3	HOMDEL	1	0.2%	No
ZBTB25		14q23.3	AMP	1	0.2%	No
ZNF66		19p12	AMP	1	0.2%	No
ZNF70		22q11.23	AMP	1	0.2%	No
ZNF74		22q11.21	AMP	1	0.2%	No
ZNF75D		Xq26.3	HOMDEL	1	0.2%	No
ZNF221		19q13.31	AMP	1	0.2%	No
ZNF85		19p12	AMP	1	0.2%	No
ZNF90		19p12	AMP	1	0.2%	No
ZNF91		19p12	AMP	1	0.2%	No
ZNF222		19q13.31	AMP	1	0.2%	No
ZNF121		19p13.2	AMP	1	0.2%	No
ZNF131		5p12	HOMDEL	1	0.2%	No
ZNF132		19q13.43	HOMDEL	1	0.2%	No
ZNF132		19q13.43	AMP	1	0.2%	No
PCGF2		17q12	AMP	1	0.2%	No
ZBTB16		11q23.2	AMP	1	0.2%	Yes
ZBTB17		1p36.13	AMP	1	0.2%	No
ZNF155		19q13.31	AMP	1	0.2%	No
TRIM26		6p22.1	HOMDEL	1	0.2%	No
TRIM26		6p22.1	AMP	1	0.2%	No
ZNF175		19q13.41	AMP	1	0.2%	No
ZNF180		19q13.31	AMP	1	0.2%	No
RNF113A		Xq24	HOMDEL	1	0.2%	No
RNF113A		Xq24	AMP	1	0.2%	No
ZNF195		11p15.4	HOMDEL	1	0.2%	No
ZNF195		11p15.4	AMP	1	0.2%	No
ZNF202		11q24.1	AMP	1	0.2%	No
ZNF214		11p15.4	AMP	1	0.2%	No
ZFAND5		9q21.13	AMP	1	0.2%	No
ZNF217		20q13.2	HOMDEL	1	0.2%	Yes
ZNF223		19q13.31	AMP	1	0.2%	No
ZNF224		19q13.31	AMP	1	0.2%	No
ZNF225		19q13.31	AMP	1	0.2%	No
ZNF226		19q13.31	AMP	1	0.2%	No
ZNF227		19q13.31	AMP	1	0.2%	No
ZNF112		19q13.31	AMP	1	0.2%	No
ZNF229		19q13.31	AMP	1	0.2%	No
ZNF230		19q13.31	AMP	1	0.2%	No
SLC30A2		1p36.11	AMP	1	0.2%	No
SLC30A3		2p23.3	HOMDEL	1	0.2%	No
ZP2		16p12.3-p12.2	HOMDEL	1	0.2%	No
ZP3		7q11.23	HOMDEL	1	0.2%	No
LUZP1		1p36.12	AMP	1	0.2%	No
PRDM2		1p36.21	AMP	1	0.2%	No
PTP4A1		6q12	AMP	1	0.2%	Yes
LAPTM5		1p35.2	HOMDEL	1	0.2%	No
LAPTM5		1p35.2	AMP	1	0.2%	No
NPHS2		1q25.2	AMP	1	0.2%	No
BTG2		1q32.1	HOMDEL	1	0.2%	Yes
BTG2		1q32.1	AMP	1	0.2%	Yes
ALMS1		2p13.1	AMP	1	0.2%	No
MOGS		2p13.1	AMP	1	0.2%	No
RNF103		2p11.2	AMP	1	0.2%	No
FZD5		2q33.3	HOMDEL	1	0.2%	No
BRPF1		3p25.3	AMP	1	0.2%	No
IFRD2		3p21.31	AMP	1	0.2%	No
SEMA3B		3p21.31	AMP	1	0.2%	No
ALDH5A1		6p22.3	AMP	1	0.2%	No
PRRC2A		6p21.33	AMP	1	0.2%	No
BAG6		6p21.33	AMP	1	0.2%	No
GPANK1		6p21.33	AMP	1	0.2%	No
DDX39B		6p21.33	AMP	1	0.2%	No
ABHD16A		6p21.33	AMP	1	0.2%	No
SLC39A7		6p21.32	HOMDEL	1	0.2%	No
HSD17B8		6p21.32	HOMDEL	1	0.2%	No
NELFE		6p21.33	AMP	1	0.2%	No
LST1		6p21.33	AMP	1	0.2%	No
PLA2G7		6p12.3	AMP	1	0.2%	No
TFEB		6p21.1	HOMDEL	1	0.2%	Yes
MAFK		7p22.3	HOMDEL	1	0.2%	No
FZD3		8p21.1	AMP	1	0.2%	No
SEM1		7q21.3	HOMDEL	1	0.2%	No
TFPI2		7q21.3	HOMDEL	1	0.2%	No
ST7		7q31.2	AMP	1	0.2%	No
NUP214		9q34.13	HOMDEL	1	0.2%	Yes
CCDC6		10q21.2	AMP	1	0.2%	Yes
PDHX		11p13	AMP	1	0.2%	No
PTP4A2		1p35.2	HOMDEL	1	0.2%	No
FGF23		12p13.32	AMP	1	0.2%	Yes
ALX1		12q21.31	HOMDEL	1	0.2%	No
PABPN1		14q11.2	HOMDEL	1	0.2%	No
ANP32A		15q23	AMP	1	0.2%	No
SLC7A5		16q24.2	AMP	1	0.2%	No
TAF15		17q12	AMP	1	0.2%	Yes
RND2		17q21.31	AMP	1	0.2%	No
SLC14A2		18q12.3	AMP	1	0.2%	No
MADCAM1		19p13.3	HOMDEL	1	0.2%	No
SF3A2		19p13.3	AMP	1	0.2%	No
ELL		19p13.11	HOMDEL	1	0.2%	Yes
ELL		19p13.11	AMP	1	0.2%	Yes
CLPP		19p13.3	HOMDEL	1	0.2%	No
CLPP		19p13.3	AMP	1	0.2%	No
GDF5		20q11.22	AMP	1	0.2%	No
NCOA3		20q13.12	HOMDEL	1	0.2%	Yes
NRIP1		21q11.2-q21.1	AMP	1	0.2%	No
CHAF1B		21q22.12-q22.13	AMP	1	0.2%	No
GATD3A		21q22.3	AMP	1	0.2%	No
DGCR6		22q11.21|22q11	AMP	1	0.2%	No
LZTR1		22q11.21|22q11.1-q11.2	AMP	1	0.2%	Yes
CLTCL1		22q11.21	AMP	1	0.2%	Yes
ESS2		22q11.21|22q11.2	AMP	1	0.2%	No
SYN3		22q12.3	HOMDEL	1	0.2%	No
PUDP		Xp22.31	HOMDEL	1	0.2%	No
PNPLA4		Xp22.31	HOMDEL	1	0.2%	No
USP9X		Xp11.4	AMP	1	0.2%	No
KDM5C		Xp11.22	HOMDEL	1	0.2%	Yes
SMC1A		Xp11.22	HOMDEL	1	0.2%	Yes
ARID1A		1p36.11	AMP	1	0.2%	Yes
DYSF		2p13.2	AMP	1	0.2%	No
TRRAP		7q22.1	HOMDEL	1	0.2%	Yes
CDC7		1p22.1	AMP	1	0.2%	No
CDC45		22q11.21	AMP	1	0.2%	No
EOMES		3p24.1	AMP	1	0.2%	No
FZD1		7q21.13	HOMDEL	1	0.2%	No
FZD8		10p11.21	AMP	1	0.2%	No
HIST1H2AK		6p22.1	AMP	1	0.2%	No
HIST1H2AL		6p22.1	AMP	1	0.2%	Yes
HIST1H2AM		6p22.1	AMP	1	0.2%	Yes
HIST1H2BN		6p22.1	AMP	1	0.2%	No
HIST1H2BO		6p22.1	AMP	1	0.2%	Yes
HIST1H3I		6p22.1	AMP	1	0.2%	Yes
HIST1H3J		6p22.1	AMP	1	0.2%	Yes
HIST1H4K		6p22.1	AMP	1	0.2%	No
HIST1H4L		6p22.1	AMP	1	0.2%	No
HYAL3		3p21.31	AMP	1	0.2%	No
PIP5K1B		9q21.11	HOMDEL	1	0.2%	No
PIP4K2B		17q12	AMP	1	0.2%	No
PLA2G6		22q13.1	AMP	1	0.2%	No
SPOP		17q21.33	HOMDEL	1	0.2%	Yes
STX7		6q23.2	AMP	1	0.2%	No
CMAHP		6p22.3	AMP	1	0.2%	No
STK24		13q32.2	AMP	1	0.2%	No
UTF1		10q26.3	AMP	1	0.2%	No
RASAL1		12q24.13	HOMDEL	1	0.2%	No
RAD54L		1p34.1	AMP	1	0.2%	Yes
NCK2		2q12.2	AMP	1	0.2%	No
DYRK3		1q32.1	HOMDEL	1	0.2%	No
DUSP11		2p13.1	AMP	1	0.2%	No
DHX16		6p21.33	HOMDEL	1	0.2%	No
DHX16		6p21.33	AMP	1	0.2%	No
CUL4B		Xq24	HOMDEL	1	0.2%	No
CUL4B		Xq24	AMP	1	0.2%	No
CUL3		2q36.2	HOMDEL	1	0.2%	Yes
CUL2		10p11.21	AMP	1	0.2%	No
ATRN		20p13	AMP	1	0.2%	No
TTF2		1p13.1	HOMDEL	1	0.2%	No
TTF2		1p13.1	AMP	1	0.2%	No
TPST2		22q12.1	AMP	1	0.2%	No
SMARCA5		4q31.21	HOMDEL	1	0.2%	No
SMARCA5		4q31.21	AMP	1	0.2%	No
SORBS2		4q35.1	HOMDEL	1	0.2%	No
SORBS2		4q35.1	AMP	1	0.2%	No
IRS4		Xq22.3	HOMDEL	1	0.2%	Yes
OGT		Xq13.1	HOMDEL	1	0.2%	No
OGT		Xq13.1	AMP	1	0.2%	No
CILP		15q22.31	AMP	1	0.2%	No
MAP4K3		2p22.1	AMP	1	0.2%	No
PPFIA4		1q32.1	HOMDEL	1	0.2%	No
PPFIA4		1q32.1	AMP	1	0.2%	No
RANBP3		19p13.3	HOMDEL	1	0.2%	No
RANBP3		19p13.3	AMP	1	0.2%	No
SLC43A1		11q12.1	HOMDEL	1	0.2%	No
PARG		10q11.23	AMP	1	0.2%	No
ENC1		5q13.3	AMP	1	0.2%	No
NIPSNAP1		22q12.2	AMP	1	0.2%	No
NDST2		10q22.2	AMP	1	0.2%	No
MMP23B		1p36.33	HOMDEL	1	0.2%	No
LIPF		10q23.31	AMP	1	0.2%	No
IFITM1		11p15.5	HOMDEL	1	0.2%	No
GCM1		6p12.1	HOMDEL	1	0.2%	No
GAS7		17p13.1	AMP	1	0.2%	Yes
DGKD		2q37.1	AMP	1	0.2%	No
DDO		6q21	AMP	1	0.2%	No
CAMK1		3p25.3	AMP	1	0.2%	No
BCAS1		20q13.2	HOMDEL	1	0.2%	No
PIR		Xp22.2	HOMDEL	1	0.2%	No
BLZF1		1q24.2	AMP	1	0.2%	No
LGR5		12q21.1	HOMDEL	1	0.2%	No
MAPKAPK5		12q24.12-q24.13	HOMDEL	1	0.2%	No
PIAS1		15q23	AMP	1	0.2%	No
TCAP		17q12	AMP	1	0.2%	No
CDK10		16q24.3	AMP	1	0.2%	No
PRPF18		10p13	AMP	1	0.2%	No
THOC5		22q12.2	AMP	1	0.2%	No
YARS		1p35.1	HOMDEL	1	0.2%	No
MKNK1		1p33	AMP	1	0.2%	Yes
KHSRP		19p13.3	HOMDEL	1	0.2%	No
CASK		Xp11.4	AMP	1	0.2%	No
AKR7A2		1p36.13	AMP	1	0.2%	No
OR6A2		11p15.4	HOMDEL	1	0.2%	No
PLA2G4C		19q13.33	AMP	1	0.2%	No
KLF7		2q33.3	HOMDEL	1	0.2%	No
PLPP2		19p13.3	HOMDEL	1	0.2%	No
STC2		5q35.2	HOMDEL	1	0.2%	No
USO1		4q21.1	HOMDEL	1	0.2%	No
USO1		4q21.1	AMP	1	0.2%	No
RFXANK		19p13.11	AMP	1	0.2%	No
SKAP1		17q21.32	HOMDEL	1	0.2%	No
DNAH17		17q25.3	HOMDEL	1	0.2%	No
UNC5C		4q22.3	AMP	1	0.2%	No
RTCA		1p21.2	AMP	1	0.2%	No
DCHS1		11p15.4	HOMDEL	1	0.2%	No
PTCH2		1p34.1	HOMDEL	1	0.2%	No
AKR1C3		10p15.1	AMP	1	0.2%	No
KCNK5		6p21.2	HOMDEL	1	0.2%	No
KCNK5		6p21.2	AMP	1	0.2%	No
ALDH4A1		1p36.13	AMP	1	0.2%	No
EIF3A		10q26.11	AMP	1	0.2%	No
EIF3D		22q12.3	AMP	1	0.2%	No
EIF3I		1p35.2	HOMDEL	1	0.2%	No
EIF4G3		1p36.12	AMP	1	0.2%	No
STX16		20q13.32	HOMDEL	1	0.2%	No
MARCO		2q14.2	AMP	1	0.2%	No
S1PR4		19p13.3	AMP	1	0.2%	No
B4GALT2		1p34.1	HOMDEL	1	0.2%	No
B3GALT4		6p21.32	HOMDEL	1	0.2%	No
B3GALNT1		3q26.1	HOMDEL	1	0.2%	No
B3GALT2		1q31.2	AMP	1	0.2%	No
B3GALT1		2q24.3	AMP	1	0.2%	No
SERPINB7		18q21.33	AMP	1	0.2%	No
PAGE1		Xp11.23	AMP	1	0.2%	No
NOL4		18q12.1	AMP	1	0.2%	No
TNFRSF25		1p36.31	AMP	1	0.2%	No
SNX3		6q21	AMP	1	0.2%	No
URI1		19q12	HOMDEL	1	0.2%	No
GBF1		10q24.32	AMP	1	0.2%	No
RNMT		18p11.21	HOMDEL	1	0.2%	No
MYH13		17p13.1	AMP	1	0.2%	No
CRADD		12q22	HOMDEL	1	0.2%	No
HRK		12q24.22	HOMDEL	1	0.2%	No
