SYMBOL	logFC
TMC8	-1.493
TK1	3.581
TMEM68	1.05
TMEM99	1.279
SRRM2	-2.031
HRASLS5	-1.081
TRANK1	-1.392
TTC21A	-2.239
ENTPD3	1.733
LTBP3	-1.2
NAALADL1	-1.511
SAC3D1	1.117
PBK	3.081
SCARA5	-3.743
SETD5	-1.075
VASN	-2.31
FAM83B	3.217
RNF187	1.1
RBPJ	-1.219
GLYCTK	-1.34
GNG4	2.204
PXK	-1.325
FAM107A	-5.267
FILIP1L	-1.395
MFSD2A	-2.325
ING5	-1.053
MLKL	-2.153
RFWD3	1.253
SCNN1B	-1.886
HR	1.884
TNXB	-5.035
LGI3	-2.111
SFTPC	-8.36
FEN1	2.343
SDPR	-3.37
MTCL1	1.105
SERINC2	1.622
SLC16A4	-1.707
IL7R	-2.469
PKIG	-2.022
NPNT	-2.745
SHOX2	1.393
SFTPB	-4.587
TMEM150A	-1.393
VAMP5	-1.839
MAT2A	-1.182
PLA2G4F	-2.48
ZNF608	-1.885
INPP5D	-2.098
STXBP6	-2.631
JMJD7-PLA2G4B	-1.103
PXDC1	-1.578
SIGLEC7	-1.109
MFSD7	-2.018
HNRNPH1	-1.169
UPF3A	-1.04
ZBBX	-1.15
PARM1	-1.732
FAM110B	-1.115
UBE2V2	1.196
RP11-231C14.4	-1.922
RSPO1	-2.015
RAB24	-1.059
THBS3	-1.426
NPIPB3	-1.732
ZRSR2	-1.084
GPRIN1	1.4
SHE	-3.347
PGM2	1.085
RNASE2	-1.917
NPR1	-3.936
RASSF6	1.257
SPRR1B	6.774
SPRR1A	5.49
GPR183	-1.29
ZEB2	-2.544
FAM103A1	1.264
HEXDC	-1.38
GP9	-1.465
MT1E	-1.532
LDB2	-3.43
RAC3	1.973
TAPT1	-1.309
PCDH7	1.156
TRIM56	-1.016
ITGAM	-2.298
KLF13	-1.482
ZFPM2	-1.316
MYO7B	-2.4
YWHAG	1.128
KCNAB3	-1.174
FAM153A	-1.547
RP11-423H2.1	1.894
SIK2	-1.024
SLC16A5	-1.842
FABP6	1.178
FAXDC2	-3.285
HSPB2	-2.373
SLN	-1.008
FABP4	-4.915
FOS	-1.862
TMED10	1.334
OR2A20P	-1.225
TMEM182	1.568
KRT8	1.335
KRT6C	4.212
MZB1	1.525
KRT4	-1.226
SERPINB9	-1.146
IRX1	-1.76
IRX2	-1.326
SIX2	2.333
SGCD	-1.345
TMEM133	-1.361
RASA4B	-1.521
SDR16C5	-2.096
PLA2G1B	-3.608
OSCAR	-2.685
TPT1-AS1	-1.491
ZNF160	-1.054
ZNF415	-1.071
PRKCDBP	-1.613
S1PR1	-3.843
HS6ST2	2.441
LRRC8E	1.233
FPR2	-2.422
FPR1	-2.59
SOX7	-1.366
FAM86JP	1.809
SIGLEC17P	-1.687
GIMAP8	-3.046
PRKCE	-2.398
NETO2	1.466
JUNB	-1.491
SHCBP1	1.765
SOSTDC1	-1.047
ZNF439	-1.455
KCNK3	-3.962
PGAM1	1.194
ESCO2	2.019
KRT19	2.462
KRT15	5.374
TPPP	-1.299
KRT13	4.366
MRPL36	1.547
HOPX	-3.354
LRRC8D	1.721
RXFP1	-1.534
LPAR3	2.073
PTGER4	-1.399
MAP6	-1.562
FGG	-2.22
FGA	-1.301
NMUR1	-1.52
PIK3CD	-1.004
PTCRA	-1.528
RP11-443P15.2	2.272
LGALS4	-1.037
RASGRP4	-2.727
RHNO1	2.116
KNDC1	-1.571
ZNF540	-1.417
NINJ2	-1.217
RRM2	3.839
RPS7	1.003
SRGAP2C	-1.007
LRRC48	-1.385
JMJD1C	-1.38
SYNPO	-2.215
MAL	-2.77
LAMB2	-2.536
LRRC15	1.691
FRMD3	-1.381
SNTB1	-1.625
MTBP	1.317
MRPL13	1.384
ID4	-2.237
TPSAB1	-2.061
PAIP1	1.038
NEGR1	-2.249
MACROD2	-1.697
POP7	1.269
STARD5	1.125
RCAN2	-2.165
IL16	-2.022
SYNPO2	-2.497
GTPBP2	-1.133
TCEAL1	-1.476
NIPAL4	1.1
PDE3A	-1.294
KLHL6	-1.599
RND1	-1.916
FAM21C	-1.051
SLFN11	-1.706
ZNF596	-1.15
RAB37	-1.696
OVOL1	2.32
RARG	1.032
ZNF621	-1.041
MRGPRF	-2.321
LCLAT1	1.25
SH3RF3	-1.393
HPSE2	-1.026
HECTD4	-1.206
LRRN3	-1.806
RHOD	1.306
RAPH1	-1.312
PARP15	-2.268
VANGL1	1.293
GLRX	-1.76
SNCG	-1.088
MMRN2	-2.206
MZT2A	1.364
FAM86B3P	-1.04
NDNF	-3.142
OLR1	-2.964
NAA20	1.204
PPP1R14B	1.467
PTPRM	-3.051
PEAK1	-2.139
TNFRSF10D	-1.525
MST1	-1.349
TNFRSF10C	-1.768
SULT1B1	-1.046
PC	1.077
SLC19A1	-1.102
HSPB7	-3.349
UQCRH	1.269
HEG1	-1.561
STAT5B	-1.554
JUP	2.372
HAP1	1.675
RNF213	-1.166
PLK3	-1.808
NET1	1.512
PHOSPHO1	-1.011
SPTBN2	2.545
HOXB2	-1.527
PIFO	-1.622
XXYLT1	2.062
TCAP	-1.899
NRROS	-1.25
FBXO45	2.073
FAM3C2	2.12
MSRB3	-2.351
TRMT10C	1.413
SELP	-2.533
PIGG	-1.012
ZBTB4	-1.011
SLC16A11	-1.226
PODN	-2.767
EXO1	2.744
RALGAPA1	-1.227
GTF2IRD2B	-1.011
ZWILCH	1.538
SLC26A9	-2.989
MFSD4	-1.107
MRPL11	1.237
IL20RB	2.189
GOLT1A	-1.731
UGT8	2.056
SLCO2A1	-4.353
ZNF266	-1.084
FZD4	-3.162
RSRC1	1.677
PQLC2L	-1.484
SEZ6L2	1.545
P2RY14	-1.54
GPR171	-1.303
FUT1	-1.151
ZDHHC14	-1.065
UBE2C	4.555
WFDC5	1.643
MARCKSL1	1.545
YPEL2	-1.261
PSMD2	1.45
PARL	1.431
NPPA	-1.722
GOLGA8A	-1.598
VWA3A	-2.155
PHYHD1	-2.368
PHYKPL	-2.061
GRAMD2	-2.346
ZNF25	-1.065
LPL	-4.149
TBC1D10C	-1.706
MCTP1	-1.262
LRRC25	-1.554
LIPT2	1.025
LONRF3	-2.041
SUGCT	1.755
RMI2	3.072
TOM1L2	-1.12
KDF1	1.366
RWDD4P2	1.096
NR2F1	-2.835
LINC01106	-1.001
RUVBL1	1.66
SFN	3.758
MSRA	-1.345
ETV4	2.301
HOXD8	1.078
GPX2	6.629
SLC35G1	1.05
RIMS2	1.13
SYNE3	-1.763
PLA2G16	-2.092
PRR15	1.435
GNG7	-1.549
KBTBD11	-1.275
LMNB2	1.679
TTTY14	-2.052
NCKAP5	-1.72
RUFY1	-1.018
METRNL	-1.107
RP11-334J6.7	-3.234
TYMS	2.66
TYMSOS	1.179
FUT2	2.135
MUC20	1.173
FIBIN	-2.365
MTHFR	-1.665
ZDHHC13	1.255
SCN4B	-1.85
LINC00982	-2.19
FAM210A	1.252
KCNA3	-1.156
OVOS2	1.647
LRRN4CL	-1.393
HIC1	-1.747
MAGEF1	1.214
SAMD9L	-1.299
NR2C2	-1.296
GPR4	-2.677
PTRF	-1.687
TBL1XR1	1.209
PIDD1	-1.006
JUN	-1.532
PGBD5	1.096
PNPLA2	-2.201
SRRM3	1.774
FLII	-1.156
SOX12	1.137
MYOZ1	-1.742
UBE2N	1.18
MAMDC4	-1.914
ODF3B	-1.432
MLF1	1.753
STAP2	1.844
HTR3C	-1.017
PDE4DIP	-1.285
ZNF366	-1.151
PARD6G	1.576
SH2B1	-1.008
RNF212	-1.155
WDR6	-1.233
GEN1	1.004
ZNF354B	-1.26
SHISA3	-2.027
FAM220A	1.212
P4HTM	-1.118
SLC25A20	-1.047
EPM2AIP1	-1.076
ERN1	-1.242
KCTD12	-1.651
THBD	-1.483
FAM219B	-1.11
TMEM139	-2.678
EXOSC4	1.326
FOXE1	3.45
HYI	-1.364
LGALS7B	4.903
GAK	-1.305
RMI1	1.424
RRS1	1.157
EXOC3L1	-2.241
RCC2	1.602
PER1	-3.161
GIMAP7	-2.485
TMEM125	-3.322
FAM156B	-1.366
HLA-DQB1	-1.446
GATA2	-3.486
GPC5	-1.007
FJX1	1.08
MKRN3	1.484
PCBP1-AS1	-1.148
MYADM	-1.539
GIPC3	-1.379
ZNF154	-1.069
ITLN1	-1.169
GPBAR1	-1.307
SSC5D	-1.192
PPP1R14BP3	1.066
RP11-1319K7.1	-1.707
TMEM150B	-1.973
RCC1	1.436
HERC2P3	-1.796
HCLS1	-1.178
MTURN	-1.706
PAK2	1.189
TPRXL	1.695
SERTM1	-1.26
HMHA1	-1.705
KCNE1	-2.177
RNF182	-1.547
SRP9P1	2.631
PRF1	-1.545
SHISA2	1.413
S1PR5	1.897
HOXC9	1.591
HOXC10	1.453
MAP6D1	1.099
FAM83H	1.87
LSMEM1	-1.728
NQO1	2.069
TRAPPC5	1.024
RPH3AL	-1.477
FCRL6	-1.13
SLC26A11	-1.307
MAPK15	-1.89
HLA-V	-1.454
PENK	-1.307
HIST3H2A	1.914
TMEM132C	-1.117
ZNF467	-1.868
SOX2	5.677
TMEM45A	1.091
RAP2B	1.496
SGSH	-1.48
MRPS23	1.16
FDCSP	2.16
PHLDA2	1.166
SIAH2	1.456
SLC2A4	-1.053
GINS3	1.665
SNRPE	1.495
RTKN2	-2.358
USH1G	1.176
IDH2	1.37
TMEM259	-1.34
TMEM30B	1.009
RP11-69E11.4	-2.292
UNC5C	-1.167
RGMA	1.672
UBA7	-2.537
MRPS16	1.04
SHMT2	1.682
FAM153B	-2.096
SYNM	-2.185
IZUMO1	-1.495
SPACA6P	-2.27
NXPH4	3.825
KPNA2	2.522
NCF1B	-1.389
FES	-2.516
SATB1	-1.295
NXPH3	-1.753
EPHB3	2.386
SKA2	1.026
NDN	-1.306
NTM	-1.513
IGIP	-1.682
TSKU	1.774
HOXB4	-1.333
GRID1	-1.134
HCAR2	1.028
TMEM198B	-1.654
PLCXD3	-1.158
RP11-181G12.2	-2.264
RPL35A	1.192
TCEAL7	-1.451
SPATA13	-2
GJC1	-1.088
ZNF662	-1.837
PYCR1	2.589
SPNS2	-3.341
MCEMP1	-4.213
SLC25A10	2.075
RGPD6	-1.413
GAS6	-1.871
TMEM119	-1.865
FANCF	1.036
RUVBL2	1.119
GBP6	4.277
OVCH2	-1.399
SYNDIG1L	-1.01
RIPK4	1.307
NPIPA1	-1.906
RP11-958N24.1	-1.928
PI4KAP2	-1.753
PSMG1	1.115
TNFAIP8L3	-2.323
FBXL7	-1.615
GKN2	-5.127
FAM167B	-1.76
ZNF438	-1.195
HMCES	1.151
FAM101B	-1.298
TRIM52	-1.561
LHFP	-2.769
KREMEN1	1.146
TRAIP	1.524
NPIPA5	-1.781
OLFML1	-2.074
FAM162B	-2.495
LIN9	1.367
MAATS1	-1.702
GPR39	-1.195
IQGAP3	1.966
UTY	-1.723
NPIPA5	-1.751
SMTN	-1.534
ST6GALNAC3	-2.165
TMPRSS2	-2.95
NIPSNAP1	1.862
NR2C2AP	1.264
KCNJ12	-1.017
GPR173	-1.004
TSPYL2	-2.878
GOLGA6L4	-1.422
POU6F1	-2.091
TACSTD2	1.653
PRKD1	-1.362
SLIT3	-3.307
PKP3	2.174
MAP7D2	1.154
PLA2G6	-1.27
WDR27	-1.362
TMEM255B	-2.818
PROS1	-1.151
SOCS3	-1.687
SLITRK6	1.204
LPAR5	1.344
TMEM173	-1.539
PDE4B	-1.378
NELL2	1.397
ZBTB40	-1.007
FAM110C	1.347
SMIM10	-1.847
UBE2G2	-1.002
PRR16	-1.468
SDR42E1	1.299
TCEAL2	-2.736
FMNL1	-2.302
ROBO2	-1.494
F8	-1.587
MAFF	-1.489
SEMA4B	1.936
SLC24A3	-1.131
LRRC37B	-1.079
LINC00482	-1.258
SIGIRR	-1.304
NRBP2	-2.369
IFITM2	-2.654
PRMT3	1.112
PRPF39	-1.074
WBSCR17	-2.765
IL3RA	-2.413
SFTPA2	-4.834
MAPK11	-1.056
MRPL30	1.36
METTL7A	-2.025
FAM174B	-1.495
GPRIN3	-1.649
KRT6B	6.949
PARPBP	2.169
ROR1	-1.612
RP11-504P24.3	-1.249
MUC1	-2.462
IRF7	-1.009
L3MBTL1	-1.105
FAM131C	1.246
PRKG1	-1.82
NR2F2	-1.923
LSAMP	-1.633
NDUFA4L2	1.813
PRAME	4.645
WDR53	1.287
IKZF1	-1.366
RPL12P4	-1.176
GNB1L	1.034
EVI2B	-1.828
NPIPB4	-1.917
THNSL1	1.134
RNPC3	-2.103
IRS2	-1.164
SDHAP3	-1.07
RASA3	-1.558
LEMD1	1.538
KRT5	9.227
GSAP	-1.8
LRRC70	-1.219
KIF18B	2.603
SAPCD2	2.865
SLC51B	-1.846
MKL2	-1.02
GPAT2	-1.017
MST1P2	-1.018
ZNF75D	-1.044
GOLGA8R	-1.438
GLDN	-2.323
FCAR	-2.473
KPNA4	1.216
GNG2	-1.063
MIR22HG	-1.967
HPDL	1.177
PDE2A	-2.643
MST1L	-1.629
ZSCAN30	-1.02
TPCN1	-2.072
KRT16	7.599
KRT14	5.666
POFUT2	-1.141
ERCC6L	1.579
TNFRSF18	1.985
ZDHHC17	-1.207
ZACN	1.116
KANK3	-4.223
ESPN	2.747
TMPRSS11A	1.436
PLCD1	-1.532
MITF	-1.553
LILRA5	-2.605
LYPD6	1.033
FNBP1	-1.038
MAGED4B	1.873
EPOR	-2.371
GJA4	-2.833
IFT140	-1.218
NHLRC1	1.168
EXD3	-1.582
SAMD11	-1.293
TMSB4XP8	-1.252
SPRY4	-1.972
TRPV2	-2.085
THSD4	-1.179
FANCA	1.041
SECISBP2	-1.392
PEAR1	-3.411
TMEM220	-1.566
P2RX2	-1.792
PALM3	-1.64
LCN10	-1.968
LDLRAD2	-1.394
OVCH1	-1.049
KLHL17	-1.39
S100A3	-1.471
WNT7B	2.842
SMTNL2	-2.025
HNRNPU-AS1	-2.373
PP7080	1.117
PLA2G2A	-3.448
HES4	-1.092
IGFL1	2.016
ZP3	2.306
SELL	-1.435
H2AFX	1.707
NCCRP1	1.985
FAM83G	1.349
HBA2	-5.567
RALGAPA2	-1.538
NKAIN2	1.435
NPIPP1	-1.63
FAM72B	1.227
SUMO2	1.094
S100A16	1.325
SMIM15	1.191
TMSB4XP2	-1.441
PRELP	-3.74
SNTN	-1.082
ZDHHC11	-1.551
MSL1	-1.044
LRRK2	-3.627
GJB3	4.212
USP32P1	-2.715
SBSN	1.998
FAM111B	2.156
H1F0	1.207
PLAC9	-3.492
UBE2Q2P1	-1.409
GRAPL	-1.531
FAM47E	-1.285
HN1	2.431
MAOA	-1.445
GJB5	4.585
FAM150B	-4.001
RRP7A	1.031
FAM180A	-1.429
S100A14	1.567
KAZN	-1.168
SLC35E2B	-1.188
FAM179A	-2.232
KIAA0408	-2.891
MMP23B	-2.791
ZFP92	-1.156
GJB4	1.519
KIAA0895L	-1.869
HLA-DRB1	-1.253
SERPINA3	-2.098
S100A4	-2.116
FAT4	-2.011
TMEM63A	-1.725
HRCT1	-1.964
MPHOSPH8	-1.29
SIRPB2	-2.133
RYR1	2.022
TUBB	1.392
SFTA2	-4.895
ZNF471	-1.747
ZNF493	-1.712
GIMAP5	-2.949
NTNG2	-1.287
NUDT11	1.603
ZNF781	-1.027
INCA1	-1.3
EVL	-1.067
PRTN3	-2.013
NPIPB15	-1.647
SULT1A1	-2.122
TCEAL3	-1.345
TPK1	-1.24
SPTSSB	1.696
MAN2A2	-1.711
MME	-2.074
SULF2	1.303
HBG2	-1.922
LAMA2	-3.051
XRCC2	1.664
HDAC2	1.099
MMP1	4.726
SDHAF3	1.478
TTC30B	1.072
PDXDC2P	-1.952
ZNF418	-1.525
GM2A	1.222
S100A2	7.476
ZNF700	-1.132
MVB12B	-1.404
KIAA1211L	-1.398
LAMB3	2.337
PDLIM7	-1.523
FLNA	-1.275
LAGE3	1.382
ZNF763	-1.271
ZNF300P1	-1.079
SLC25A29	-1.87
ZNF682	-1.205
SULT1A2	-2.486
PSMD12	1.072
MAGEA6	1.176
MIRLET7BHG	-1.292
HIST1H4J	1.447
FAM110D	-2.167
SERPINA1	-2.162
TPSB2	-2.002
KANK2	-2.955
RAD54B	1.317
SYNGAP1	-1.669
RAMP2-AS1	-1.254
VEPH1	-2.88
OGDHL	1
SPN	-1.94
ZNF695	1.627
MIB2	-1.505
SSPO	-1.036
PIGN	1.086
HOXA4	-1.459
GPX1P1	-1.437
ZNF841	-1.147
SERPINB2	2.068
SERPINB13	4.166
SPTAN1	-1.372
NMB	1.312
HOXC6	1.336
MAP1LC3C	-2.064
KLHDC1	-1.354
OCLN	-1.4
FAM49A	-1.494
MYO1C	-1.612
KIF13B	-1.47
HIST1H2BK	1.094
SPG7	-1.03
ZNF677	-1.84
ERO1L	1.766
PLCG2	-1.197
FCHSD1	-1.695
VPS13A	-1.023
SNHG12	-1.672
MRPL42	1.347
ENTPD7	1.402
PRIM1	1.361
RP11-347C12.1	-1.499
SULT1C4	-2.546
NUP62CL	1.004
SFI1	-1.365
TOR4A	-1.592
SOWAHC	1.547
TFDP1	1.161
HSD17B11	-1.172
SZT2	-1.093
QRICH1	-1.042
RP11-98J23.2	-1.025
PEG3	-1.12
FAM109A	-1.002
HYLS1	1.098
ITSN2	-1.467
MGEA5	-1.426
ZNF69	-1.29
TPM2	-1.848
SH3BGRL2	-1.124
MAFK	-1.956
GPN1	1.117
PLN	-2.179
ITGBL1	-1.171
WDHD1	1.786
PPIAP22	2.365
MDM4	-1.292
RYR2	-2.213
TTC37	-1.041
PAPSS2	-2.821
MT-ND6	-2.216
UNC13B	-2.265
MT-CYB	-1.337
PPP1R14C	1.353
PLXNB3	1.064
MT-ND2	-1.526
RCSD1	-1.664
RASSF9	1.099
MT-ND5	-1.873
SCAMP5	1.75
ZNF521	-1.16
PAX9	2.547
GK	-1.198
GJC2	-1.296
OPA1	1.602
MT-ND3	-1.04
RUSC2	-1.726
GRK5	-3.115
SFMBT2	-1.044
MT-ND4	-1.261
MT-ND1	-1.799
PRMT6	1.008
MT-ATP6	-1.436
PRC1	2.542
MAP3K3	-1.898
GPRASP1	-1.888
TBKBP1	-1.17
TGM2	-3.318
SNORA31	-3.28
INF2	-1.227
FAM83H-AS1	2.76
SAMD5	-1.037
SPRR2E	3.403
PPAPDC1A	1.627
SOX18	-2.807
LDLRAD1	-1.022
INPP5B	-1.446
NHSL2	-1.457
GGTA1P	-1.232
GPRIN2	-2.186
SYT15	-2.238
RXRB	-1.14
HNRNPCP2	2.751
HLA-DMA	-1.49
PSMB8-AS1	-1.086
NOTCH4	-3.558
PBX2	-1.119
ERICH2	-1.602
SLC44A4	-1.493
LSM2	1
LY6G5C	-1.053
LST1	-1.228
MICA	-1.175
HLA-C	-1.027
LILRB3	-3.272
LRCOL1	-2.312
HLA-E	-1.878
HLA-J	-1.122
TBC1D8	-1.198
HLA-F	-1.52
FAM153C	-1.358
GABBR1	-2.34
RANBP17	-1.01
ZNF204P	-1.284
IGFL2	2.203
GPR20	-1.089
MZT1	1.215
UQCC3	1.202
LRRC10B	-1.115
PKHD1L1	-2.587
LGALS7	3.254
TMEM240	-1.213
LGR4	1.369
TMEM170B	-1.272
SAP25	-2.633
TECPR1	-1.65
MT1A	-4.347
MT1M	-4.56
KRT6A	9.748
EXOC3L4	-1.801
RGL3	-3.802
STAG3L1	-1.087
RP11-1212A22.1	-2.073
ZNF316	-1.095
HN1L	1.601
SERPINB4	2.968
SERPINB5	6.046
ZDHHC11B	-2.377
HERC2P9	-1.755
HBA1	-5.77
HCG27	-1.976
H1FX-AS1	-1.669
VGLL3	-2.815
THUMPD3-AS1	-1.03
RNVU1-7	1.06
RNU1-106P	1.614
SNORA70	-2.778
GPX3	-5.5
SACM1L	-1.07
TSN	1.051
IGKC	2.453
IGKV4-1	2.567
IGKV5-2	1.027
IGKV6-21	1.781
IGKV3D-20	2.18
IGKV3D-11	2.184
IGLV4-69	1.736
IGLV8-61	1.252
IGLV4-60	1.016
IGLV6-57	2.142
IGLV1-51	1.967
IGLV1-47	2.08
IGLV7-46	1.396
IGLV5-45	1.318
IGLV1-44	1.958
IGLV7-43	1.557
IGLV1-40	2.338
IGLV1-36	1.612
IGLV3-27	1.57
IGLV3-25	2.655
IGLV2-23	2.428
IGLV3-21	2.636
IGLV3-19	2.542
IGLV2-14	1.806
IGLV2-11	1.794
IGLV3-10	1.89
IGLV3-9	1.788
IGLV3-1	2.407
IGLC1	2.184
IGLC2	2.284
IGLC3	2.359
IGLC7	1.626
TRGC1	-1.235
IGHG4	4.103
IGHG2	3.017
IGHG1	3.193
IGHG3	2.582
IGHM	1.092
IGHV6-1	1.894
IGHV1-2	2.204
IGHV1-3	1.861
IGHV2-5	1.669
IGHV3-11	2.213
IGHV3-13	1.357
IGHV3-15	2.001
IGHV1-18	2.679
IGHV3-20	1.215
IGHV3-21	2.76
IGHV3-23	2.32
IGHV1-24	2.785
IGHV2-26	2.286
IGHV4-28	1.019
IGHV3-33	2.099
IGHV4-34	2.394
IGHV4-39	2.082
IGHV1-46	2.198
IGHV3-48	2.061
IGHV3-49	2.109
IGHV5-51	2.729
IGHV3-53	1.707
IGHV1-58	1.523
IGHV4-61	1.643
IGHV3-66	1.224
IGHV1-69	2.855
IGHV2-70	1.959
IGHV3-73	1.778
SNORD17	1.024
LINC01089	-1.801
MT-ND4L	-1.152
TCTEX1D2	1.535
YWHAZP4	1.918
RP11-64B16.2	-1.424
RP11-641D5.1	1.371
TRIM59	1.644
GIMAP1	-2.369
YWHAZP5	2.342
LTC4S	-2.122
RPS7P11	1.332
MXD3	-1.174
GSTM2	-1.429
LCAT	-3.153
SIPA1	-1.124
TMEM110	-1.058
SLX1A-SULT1A3	-1.228
LBH	-1.252
SULT1A4	-1.684
GPSM3	-1.736
LAT	-1.402
OLA1P1	1.084
KLRK1	-1.806
UBD	2.865
GALT	-1.045
RP11-314A20.1	1.117
ITGA1	-2.675
ZNF90	-1.372
GANC	-1.279
TTLL3	-2.776
TSPAN4	-2.353
PRCD	-1.523
PLEKHM1P	-1.761
PTMAP5	1.193
HNRNPA1P10	1.368
SCART1	-1.043
RPS3AP26	1.056
LCNL1	-2.057
PLIN5	-2.836
SEC14L6	-2.31
KRT42P	1.354
PPME1	1.065
MEG3	-2.959
HMGN2P15	-1.697
RP11-27I1.4	1.029
ZSWIM8	-1.503
SEPT7P2	-1.704
MS4A4E	-1.26
RP11-480I12.5	1.015
HLA-F-AS1	-1.496
NEURL4	-1.296
GOLGA8B	-2.405
MIR99AHG	-1.021
NPEPL1	-1.345
GUSBP9	-1.545
RP13-104F24.2	-2.704
FAM72D	1.377
WI2-1896O14.1	-1.611
MMP23A	-2.13
RP1-152L7.5	1.39
RPS2P55	1.842
RP11-204C16.4	1.982
RP11-889L3.1	-1.054
FAM228B	-1.134
RP11-40C6.2	7.977
VAMP2	-1.788
PKMP3	-1.003
MTMR9LP	-2.793
MAGEA3	1.868
ZNF880	-1.129
TRIM16	1.446
SLC12A8	1.767
FADS3	-2.2
MYBPHL	-1.057
IGLC6	1.079
RN7SKP16	-1.606
RNU2-2P	-1.373
IGLV9-49	1.384
FTH1P10	-1.164
RP11-211G3.2	-1.561
RP11-632K20.7	-1.972
HLA-DQB1-AS1	-1.728
TMSB4XP4	-1.632
RP11-24F11.2	-1.113
TINCR	1.23
RP11-289I10.2	1.734
NSUN5P1	-1.287
RP4-717I23.3	-1.852
TSSC2	-1.851
IL10RB-AS1	-1.064
RPS20P14	-1.287
FAM95B1	-2.001
IGKV3D-15	2.873
SNHG14	-1.851
UBE2SP2	3.798
RP11-371A19.2	-1.569
LINC01133	2.802
MSL3P1	2.089
RP11-344B5.2	-1.325
IGHV4-59	2.045
PRR29	-2.362
LINC01272	-2.411
SNRPGP15	-1.734
RP11-51O6.1	1.005
IGHV3-74	1.471
LINC00885	1.581
SH3BP5-AS1	-2.956
ZNF812	1.051
NPIPA3	-1.424
RPL32P1	-1.335
RP11-651P23.4	1.286
GCSHP5	1.318
RP11-82L18.2	-2.695
PGM5-AS1	-1.29
RP1-278O22.1	1.186
INE1	-1.372
RP11-524H19.2	1.602
RP11-228B15.4	-2.587
LINC00092	-1.281
HSPA7	-1.952
RP11-415J8.3	-2.436
LHFPL3-AS2	-1.607
RP11-513I15.6	-1.174
SFTA1P	-4.609
RP11-396C23.2	1.062
IGKV6D-21	1.121
RPL35P5	1.256
MTND2P28	-1.175
SBDSP1	-1.037
SLC26A6	-1.264
FAM229A	-2.257
RUSC1-AS1	-1.754
HCG4P11	-1.467
LINC00694	-1.915
LINC00115	-1.05
RP11-384K6.2	-1.411
MTND1P23	-1.157
ZNF503-AS1	-1.573
MEMO1P1	1.021
RP4-706A16.3	1.289
UQCRFS1P1	1.128
LINC00937	-1.727
RP1-137D17.1	-1.239
RP11-419C5.2	-2.174
RP1-18D14.7	-1.325
RP11-61N20.3	1.845
RP11-157P1.4	-1.544
HAGLROS	1.655
RP5-1056L3.3	-1.218
RP11-379B8.1	1.428
RP11-776H12.1	1.035
TMEM185B	1.015
FTLP3	-1.96
LENG8-AS1	-1.303
HSBP1L1	-1.015
TBCAP1	1.391
ERVMER34-1	1.525
LINC00511	3.758
ITGB2-AS1	-1.935
RPS28P7	1.554
TRGC2	-1.676
PFN1P6	-1.494
RP11-261C10.5	-1.174
WASH7P	-1.942
KRT16P2	-1.198
RP11-258C19.4	-1.578
TP73-AS1	-1.183
LINC01268	-1.381
SPAG5-AS1	-1.118
RP1-28O10.1	-1.03
RP11-864N7.2	-1.079
SOX21-AS1	1.759
HIGD1AP11	-1.021
RP11-488L18.4	-2.096
HCG4P5	-1.409
RP1-283E3.4	-1.149
TARID	-2.541
GEMIN8P4	1.074
GAPDHP1	1.091
MT-ATP8	-1.562
ORM2	-1.151
PCAT6	1.871
GUSBP11	-2.17
RP11-251M1.1	-2.998
RP3-342P20.2	-1.607
LINC01125	-2.364
RAB11FIP1P1	-1.248
RP1-241P17.4	2.954
RP3-340B19.3	-1.043
RP5-1160K1.6	-1.49
SRGAP3-AS2	-1.059
SAPCD1	-1.271
FAM207BP	1.037
RP11-567G11.1	1.467
OR2A9P	-1.215
VDAC1P8	-1.516
VIM-AS1	-1.066
GS1-124K5.11	-1.298
HMGN1P37	2.406
RP11-483F11.7	1.147
ORM1	-1.958
RP11-274B21.12	-1.287
SFTA3	-4.778
PATL2	-1.75
PRDX3P1	-1.108
RP11-481H12.1	-1.928
TMSB4XP6	-6.045
TRPM2-AS	1.902
RP3-508I15.19	-1.42
RP11-632C17__A.1	-1.214
PHBP9	-1.16
FEZF1-AS1	1.569
GOLGA6L5P	-2.227
TCEA1P2	1.732
RP5-902P8.10	-1.128
LIMD1-AS1	-1.71
RP11-305L7.1	-1.138
PABPC1P3	-1.111
RP11-274B21.4	-1.753
LINC01001	-1.038
FOXD3-AS1	1.529
RP3-525N10.2	-2.749
MIR205HG	6.308
RP11-367G18.1	2.76
RP4-631H13.6	-1.546
RP11-263K19.4	-1.667
KLF3-AS1	-1.4
RPL13AP17	-1.259
HLA-DPA1	-1.129
IGHV4-31	2.822
LINC-PINT	-2.576
RP11-229P13.23	1.134
PGM5P4-AS1	-1.209
RP11-67C2.2	-1.871
LSM12P1	1.696
IMPDH1P10	-1.645
FERP1	-1.163
RP11-311P8.2	-1.021
IGHV3-43	2.407
RP11-154D6.1	-1.463
SEMA3B-AS1	-1.429
VIPR1-AS1	-3.199
RP11-132A1.4	1.779
GOLGA8N	-2.092
LINC00665	1.062
SLCO4A1-AS1	-1.391
RP11-536K7.3	-2.032
LINC00342	-1.803
RP11-324O2.3	-1.677
SNHG7	-1.439
RP11-1212A22.4	-1.662
HOXB-AS3	-1.848
LINC00702	-1.626
LINC00472	-2.185
USP32P2	-1.445
