Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
VHL		3	3	0.4	Yes
EZR		3	3	0.4	Yes
VIPR1		3	3	0.4	No
VRK1		3	3	0.4	No
XRCC3		3	3	0.4	No
ZFPL1		3	3	0.4	No
ZBTB25		4	3	0.4	No
ZNF66		3	3	0.4	No
ZNF124		3	3	0.4	No
ZNF132		3	3	0.4	No
ZNF140		3	3	0.4	No
ZNF213		3	3	0.4	No
SLC30A1		3	3	0.4	No
MALL		3	3	0.4	No
MANF		3	3	0.4	No
SLC39A7		3	3	0.4	No
NELFE		3	3	0.4	No
PDHX		3	3	0.4	No
CDK2AP1		3	3	0.4	No
ANP32A		3	3	0.4	No
PUDP		3	3	0.4	No
PNPLA4		3	3	0.4	No
TMEM187		3	3	0.4	No
BRAP		3	3	0.4	No
HIST1H2BN		3	3	0.4	No
HIST1H2BM		3	3	0.4	No
HIST1H3E		3	3	0.4	Yes
OR3A3		3	3	0.4	No
DUSP11		3	3	0.4	No
CUL4A		3	3	0.4	Yes
CUL2		3	3	0.4	No
FKBP6		5	3	0.4	No
RANBP3		3	3	0.4	No
COPS3		3	3	0.4	No
FCN3		3	3	0.4	No
PRPF18		3	3	0.4	No
MKNK1		3	3	0.4	Yes
PRKRA		3	3	0.4	No
JRKL		3	3	0.4	No
CDC23		3	3	0.4	No
B3GALNT1		3	3	0.4	No
TNK1		3	3	0.4	No
TNFSF13		3	3	0.4	No
TNFSF9		3	3	0.4	No
TNFRSF6B		3	3	0.4	No
TNFRSF10D		3	3	0.4	No
SUCLG1		3	3	0.4	No
FGF16		3	3	0.4	No
GMPS		3	3	0.4	Yes
SPHK1		3	3	0.4	No
EIF2B4		3	3	0.4	No
MBD2		3	3	0.4	No
RAB29		3	3	0.4	No
HIST1H2BJ		3	3	0.4	Yes
F2RL3		3	3	0.4	No
MAP3K14		3	3	0.4	Yes
SOCS3		3	3	0.4	Yes
HIP1R		3	3	0.4	No
RPL14		3	3	0.4	No
SLC7A7		3	3	0.4	No
SLC7A6		3	3	0.4	No
CLDN2		3	3	0.4	No
RGN		3	3	0.4	No
CCNB2		3	3	0.4	No
RABEP1		3	3	0.4	Yes
ATG12		3	3	0.4	No
DDX21		3	3	0.4	No
VAPA		3	3	0.4	No
TBRG4		3	3	0.4	No
CRLF1		3	3	0.4	No
UBE2L6		3	3	0.4	No
CYTH1		3	3	0.4	No
ITGB1BP1		3	3	0.4	No
BCL7B		3	3	0.4	No
GPR52		3	3	0.4	No
KLF4		3	3	0.4	Yes
PTER		3	3	0.4	No
HMGN3		3	3	0.4	No
RAB28		3	3	0.4	No
SLC22A14		3	3	0.4	No
STOML1		3	3	0.4	No
MED21		3	3	0.4	No
KCNK6		3	3	0.4	No
GSTO1		3	3	0.4	No
MED20		3	3	0.4	No
PTGES		3	3	0.4	No
TP53I11		3	3	0.4	No
EI24		3	3	0.4	No
RNF14		3	3	0.4	No
CARTPT		3	3	0.4	No
KLK4		3	3	0.4	No
ISG15		3	3	0.4	No
FEZ2		3	3	0.4	No
RALGPS1		3	3	0.4	No
HS2ST1		5	3	0.4	No
ADAMTSL2		3	3	0.4	No
PCLAF		3	3	0.4	No
RASSF2		3	3	0.4	No
MRPL19		3	3	0.4	No
ZBTB5		3	3	0.4	No
TNFSF15		3	3	0.4	No
NR1D2		3	3	0.4	No
CLEC2B		3	3	0.4	No
PTBP3		3	3	0.4	No
SCAMP3		3	3	0.4	No
SNUPN		3	3	0.4	No
ARPC1B		3	3	0.4	No
TSPAN3		3	3	0.4	No
ACTR1A		3	3	0.4	No
PDIA6		3	3	0.4	No
TRAP1		3	3	0.4	No
EBI3		3	3	0.4	No
MPZL2		3	3	0.4	No
OLIG2		3	3	0.4	Yes
ANGPTL7		4	3	0.4	No
MFSD10		3	3	0.4	No
COQ7		3	3	0.4	No
RCAN2		5	3	0.4	No
TIMM17B		3	3	0.4	No
GLYAT		3	3	0.4	No
CDK2AP2		3	3	0.4	No
RAMP2		3	3	0.4	No
RAMP3		3	3	0.4	No
RGS19		3	3	0.4	No
EIF1B		3	3	0.4	No
APBB3		3	3	0.4	No
CCNO		3	3	0.4	No
VPS26C		3	3	0.4	No
B3GALT5		3	3	0.4	No
AKR1A1		3	3	0.4	No
KLF2		3	3	0.4	Yes
CEPT1		3	3	0.4	No
PRG3		3	3	0.4	No
MYL9		3	3	0.4	No
EMG1		3	3	0.4	No
C1D		3	3	0.4	No
CAP2		3	3	0.4	No
VAT1		3	3	0.4	No
ANP32B		3	3	0.4	No
AGPAT1		3	3	0.4	No
RPP38		3	3	0.4	No
SPTLC1		3	3	0.4	No
SLC35A1		3	3	0.4	No
CCT2		3	3	0.4	No
IFITM2		3	3	0.4	No
MAB21L2		3	3	0.4	No
ERLIN1		3	3	0.4	No
TRIM16		3	3	0.4	No
GAS2L1		3	3	0.4	No
GMEB1		3	3	0.4	No
RRH		3	3	0.4	No
GIPC1		3	3	0.4	No
NUP50		4	3	0.4	No
TOB2		3	3	0.4	No
PLK2		3	3	0.4	Yes
ZBTB6		3	3	0.4	No
SEPTIN9		3	3	0.4	Yes
HSPH1		3	3	0.4	No
NOXA1		3	3	0.4	No
TSPAN9		3	3	0.4	No
BLCAP		3	3	0.4	No
TRAFD1		3	3	0.4	No
SUB1		3	3	0.4	No
ERP29		3	3	0.4	No
RAB40B		3	3	0.4	No
YWHAQ		3	3	0.4	No
MAPRE2		3	3	0.4	No
KDELR2		3	3	0.4	No
LIAS		3	3	0.4	No
UBE2C		3	3	0.4	No
TPPP		3	3	0.4	No
DNAJB4		3	3	0.4	No
SPACA9		3	3	0.4	No
PRDM4		3	3	0.4	No
RCAN3		3	3	0.4	No
CD160		3	3	0.4	No
HHLA3		3	3	0.4	No
INSL6		3	3	0.4	No
TREX2		3	3	0.4	No
NXPH4		3	3	0.4	No
DDX19B		3	3	0.4	No
USP18		3	3	0.4	No
COPE		3	3	0.4	No
OIP5		3	3	0.4	No
COPZ1		3	3	0.4	No
PHLDA1		3	3	0.4	No
PPP6R1		3	3	0.4	No
DIS3		3	3	0.4	Yes
MSRB2		3	3	0.4	No
SEPHS2		4	3	0.4	No
POMZP3		3	3	0.4	No
KIN		3	3	0.4	No
PTGR1		3	3	0.4	No
RAB21		3	3	0.4	No
STK38L		3	3	0.4	No
EXOSC7		3	3	0.4	No
RBM34		3	3	0.4	No
MRPS27		3	3	0.4	No
CLCC1		3	3	0.4	No
SLC35D1		3	3	0.4	No
MLC1		3	3	0.4	No
JMJD6		3	3	0.4	No
RRS1		3	3	0.4	No
BOP1		3	3	0.4	No
DNAJC16		4	3	0.4	No
EXOSC2		3	3	0.4	No
RYBP		3	3	0.4	Yes
TARDBP		3	3	0.4	No
ANGPTL2		3	3	0.4	No
ANP32D		3	3	0.4	No
MAPK8IP2		3	3	0.4	No
CDK20		3	3	0.4	No
CARHSP1		3	3	0.4	No
DAPK2		3	3	0.4	No
PHLDA3		3	3	0.4	No
LDOC1		5	3	0.4	No
EID1		3	3	0.4	No
PPIL2		3	3	0.4	No
MTCH2		3	3	0.4	No
IFIT5		3	3	0.4	No
C22ORF31		3	3	0.4	No
PGLS		3	3	0.4	No
RHBDD3		3	3	0.4	No
FBXL2		3	3	0.4	No
METTL7A		3	3	0.4	No
YIPF3		3	3	0.4	No
EEF1AKMT3		3	3	0.4	No
DPCD		3	3	0.4	No
SOSTDC1		3	3	0.4	No
CHMP2B		3	3	0.4	No
ULK3		3	3	0.4	No
HIGD1A		3	3	0.4	No
LRRTM2		3	3	0.4	No
TBC1D29P		3	3	0.4	No
GGA1		3	3	0.4	No
SZRD1		3	3	0.4	No
TES		3	3	0.4	No
RIBC2		3	3	0.4	No
OR2B6		3	3	0.4	No
FBXL3		3	3	0.4	No
LRRC29		3	3	0.4	No
FBXO25		3	3	0.4	No
LHX6		3	3	0.4	No
CHIC2		3	3	0.4	Yes
MRPL46		3	3	0.4	No
OR7A5		3	3	0.4	No
AKAP8L		4	3	0.4	No
FGF22		3	3	0.4	No
LAT		3	3	0.4	No
CLUL1		3	3	0.4	No
HSPB7		3	3	0.4	No
IL36B		3	3	0.4	No
VPS4A		3	3	0.4	No
IL17C		3	3	0.4	No
NMRK2		3	3	0.4	No
GNMT		3	3	0.4	No
NFU1		3	3	0.4	No
TEKT2		3	3	0.4	No
SPINK4		3	3	0.4	No
R3HCC1L		3	3	0.4	No
DIMT1		3	3	0.4	No
PDLIM3		3	3	0.4	No
ZNF330		3	3	0.4	No
RAB30		3	3	0.4	No
PGAP2		3	3	0.4	No
POLM		3	3	0.4	No
IGHV4-39		3	3	0.4	No
IGHV4-28		3	3	0.4	No
IGHV3-66		3	3	0.4	No
IGHV3-64		3	3	0.4	No
IGHV3-38		3	3	0.4	No
IGHV3-33		3	3	0.4	No
IGHV2-26		3	3	0.4	No
IGHV1-3		3	3	0.4	No
NKIRAS1		3	3	0.4	No
TRBV19		3	3	0.4	No
TRBV11-1		3	3	0.4	No
TRBV6-7		3	3	0.4	No
TRBV6-5		3	3	0.4	No
TRBV6-4		3	3	0.4	No
TRBV5-7		3	3	0.4	No
TRBV4-2		3	3	0.4	No
TRAV30		3	3	0.4	No
TRAV24		3	3	0.4	No
TRAV18		3	3	0.4	No
TRAV14DV4		4	3	0.4	No
TRAV12-3		3	3	0.4	No
TRAV12-2		3	3	0.4	No
TRAV9-1		3	3	0.4	No
TRAV8-7		3	3	0.4	No
TRAV8-2		3	3	0.4	No
TRAV5		3	3	0.4	No
IGLV5-45		3	3	0.4	No
IGLV3-19		3	3	0.4	No
IGLV2-14		3	3	0.4	No
IGLV2-8		3	3	0.4	No
IGLC7		3	3	0.4	No
IGKV1D-33		3	3	0.4	No
IGKV4-1		3	3	0.4	No
IGKV2-28		3	3	0.4	No
LAMTOR2		3	3	0.4	No
MRPS18B		3	3	0.4	No
ZC3H7A		3	3	0.4	No
MRPL18		3	3	0.4	No
GTPBP8		3	3	0.4	No
DDX25		3	3	0.4	No
CYP2S1		3	3	0.4	No
CNOT7		3	3	0.4	No
PSMC3IP		5	3	0.4	No
CCDC106		3	3	0.4	No
PURG		3	3	0.4	No
KLK14		3	3	0.4	No
CYHR1		3	3	0.4	No
ARHGEF3		3	3	0.4	No
TAS2R4		3	3	0.4	No
PARD6A		3	3	0.4	No
STMN3		3	3	0.4	No
SOST		3	3	0.4	No
COQ6		3	3	0.4	No
EMC9		3	3	0.4	No
WASHC3		3	3	0.4	No
GLOD4		3	3	0.4	No
CELA2B		3	3	0.4	No
ZNF691		3	3	0.4	No
MRPL2		3	3	0.4	No
FCF1		3	3	0.4	No
THAP4		4	3	0.4	No
MRPS7		3	3	0.4	No
POLR1D		3	3	0.4	No
PLLP		3	3	0.4	No
RRNAD1		3	3	0.4	No
APH1A		3	3	0.4	Yes
SBDS		3	3	0.4	Yes
SAR1B		3	3	0.4	No
VPS28		3	3	0.4	No
DCTN4		3	3	0.4	No
HSD17B14		3	3	0.4	No
HAO2		3	3	0.4	No
CKLF		3	3	0.4	No
DUSP13		3	3	0.4	No
COPZ2		3	3	0.4	No
COX16		3	3	0.4	No
MRPL51		3	3	0.4	No
TMEM216		3	3	0.4	No
ECSIT		3	3	0.4	No
PLAC8		3	3	0.4	No
AHSP		3	3	0.4	No
POP5		3	3	0.4	No
ATP6V1D		3	3	0.4	No
RWDD1		3	3	0.4	No
TRAPPC4		3	3	0.4	No
HPCAL4		3	3	0.4	No
TRMT112		4	3	0.4	No
TRMO		3	3	0.4	No
MTFP1		3	3	0.4	No
ZCCHC17		3	3	0.4	No
RAB14		3	3	0.4	No
TDP2		3	3	0.4	No
CUTA		3	3	0.4	No
LIPT1		3	3	0.4	No
PIGT		3	3	0.4	No
ERGIC3		3	3	0.4	No
CCZ1		3	3	0.4	No
MPC1		3	3	0.4	No
ASB1		3	3	0.4	No
NUB1		3	3	0.4	No
ACSL5		3	3	0.4	No
GHRL		3	3	0.4	No
ERAP1		3	3	0.4	No
NUP54		3	3	0.4	No
FXYD6		3	3	0.4	No
FXYD4		3	3	0.4	No
PCBP3		3	3	0.4	No
YBEY		3	3	0.4	No
MIS18A		3	3	0.4	No
GSAP		3	3	0.4	No
CYCS		3	3	0.4	No
SOX18		3	3	0.4	No
RETREG1		3	3	0.4	No
ARMCX6		3	3	0.4	No
CHPF2		3	3	0.4	No
DHX29		3	3	0.4	No
MRPL50		3	3	0.4	No
SHLD2		3	3	0.4	No
WDR5B		3	3	0.4	No
DDX49		3	3	0.4	No
TMED9		3	3	0.4	No
RAB39A		3	3	0.4	No
IL17RD		3	3	0.4	No
ASPN		3	3	0.4	No
BSPRY		3	3	0.4	No
WBP1L		3	3	0.4	No
APTX		3	3	0.4	No
PGPEP1		3	3	0.4	No
DCAF16		3	3	0.4	No
ST7L		3	3	0.4	No
SLC66A1		4	3	0.4	No
MKS1		3	3	0.4	No
TXNL4B		3	3	0.4	No
TMEM160		3	3	0.4	No
UCKL1		3	3	0.4	No
CT55		3	3	0.4	No
SLC35F6		3	3	0.4	No
HCFC1R1		3	3	0.4	No
OXSM		3	3	0.4	No
FAM118A		3	3	0.4	No
CDCA4		3	3	0.4	No
WIPI1		3	3	0.4	No
AKIRIN2		3	3	0.4	No
ZDHHC4		3	3	0.4	No
SEC61A2		3	3	0.4	No
TRIM62		3	3	0.4	No
MRGBP		3	3	0.4	No
CASC1		3	3	0.4	No
PHF10		3	3	0.4	No
CWF19L1		3	3	0.4	No
RNF121		3	3	0.4	No
ZNF444		3	3	0.4	No
BLOC1S4		3	3	0.4	No
ACER3		3	3	0.4	No
NOP10		3	3	0.4	No
SLC35E3		3	3	0.4	No
UBE2Q1		5	3	0.4	No
CDKN2AIP		3	3	0.4	No
OTUB1		3	3	0.4	No
DOK4		4	3	0.4	No
PARVA		3	3	0.4	No
TMEM184C		3	3	0.4	No
SEPTIN11		3	3	0.4	No
RIOK2		3	3	0.4	No
METTL2B		3	3	0.4	No
RNF130		3	3	0.4	No
TMEM165		3	3	0.4	No
DBNDD2		3	3	0.4	No
ECHDC1		4	3	0.4	No
RNF114		3	3	0.4	No
ZMAT5		3	3	0.4	No
GNG12		3	3	0.4	No
NXF2		3	3	0.4	No
ALG1		3	3	0.4	No
NSMCE3		3	3	0.4	No
SERTAD4		3	3	0.4	No
MEPCE		4	3	0.4	No
BEX4		3	3	0.4	No
METTL3		3	3	0.4	No
LTB4R2		3	3	0.4	No
TMPRSS4		3	3	0.4	No
POLE4		3	3	0.4	No
KCNK12		3	3	0.4	No
RETN		3	3	0.4	No
SLC2A4RG		3	3	0.4	No
CDC42SE1		3	3	0.4	No
LGALS14		3	3	0.4	No
AGPAT3		3	3	0.4	No
AGPAT4		3	3	0.4	No
C1GALT1		3	3	0.4	No
OTOR		3	3	0.4	No
GPR108		3	3	0.4	No
SPPL2B		3	3	0.4	No
PMEPA1		3	3	0.4	No
OLFML3		3	3	0.4	No
MFF		3	3	0.4	No
NT5M		3	3	0.4	No
FAM20C		3	3	0.4	No
DTWD1		3	3	0.4	No
TOMM22		3	3	0.4	No
COQ9		3	3	0.4	No
RSRP1		3	3	0.4	No
INTS12		3	3	0.4	No
CHMP1B		3	3	0.4	No
GJC2		3	3	0.4	No
KIAA1191		3	3	0.4	No
ACTR3B		3	3	0.4	No
NIPAL3		3	3	0.4	No
CLK4		5	3	0.4	No
RAB22A		3	3	0.4	No
ABHD6		3	3	0.4	No
RHBDD2		3	3	0.4	No
PLEKHG5		3	3	0.4	No
CNOT6		3	3	0.4	No
NUFIP2		3	3	0.4	No
RDH14		3	3	0.4	No
ZSWIM6		3	3	0.4	No
MIER1		7	3	0.4	No
SEMA4G		3	3	0.4	No
C6ORF47		3	3	0.4	No
WFDC1		3	3	0.4	No
TP53INP2		3	3	0.4	No
RPRD1B		3	3	0.4	No
LY6G5B		3	3	0.4	No
RRAGD		3	3	0.4	No
MYOZ1		3	3	0.4	No
IL22RA1		3	3	0.4	No
PLEKHA2		3	3	0.4	No
KLHL12		3	3	0.4	No
TGIF2		3	3	0.4	No
TRMT11		4	3	0.4	No
APOBEC3G		3	3	0.4	No
FASTKD5		3	3	0.4	No
CELF5		3	3	0.4	No
GPATCH3		3	3	0.4	No
MRPS14		3	3	0.4	No
DMRTA2		3	3	0.4	No
MMP27		3	3	0.4	No
GOLPH3		3	3	0.4	No
MCCC2		3	3	0.4	No
RRAGC		5	3	0.4	Yes
LIN7B		3	3	0.4	No
ZMAT3		3	3	0.4	No
GORASP1		3	3	0.4	No
SMURF2		3	3	0.4	No
PARP12		3	3	0.4	No
GINS3		3	3	0.4	No
IL25		3	3	0.4	No
FBXL17		3	3	0.4	No
LRRC19		3	3	0.4	No
MRPL14		3	3	0.4	No
MRPS24		3	3	0.4	No
MRPL41		3	3	0.4	No
MRPL11		3	3	0.4	No
MRPL9		3	3	0.4	No
MRPL44		3	3	0.4	No
MARCKSL1		3	3	0.4	No
UPF3A		3	3	0.4	No
ZFP69B		3	3	0.4	No
UBE2Z		3	3	0.4	No
C8ORF33		3	3	0.4	No
ZNF747		3	3	0.4	No
CUEDC2		3	3	0.4	No
DDX50		3	3	0.4	No
ZFYVE21		3	3	0.4	No
TSEN34		3	3	0.4	No
ELOVL6		3	3	0.4	No
TMEM109		3	3	0.4	No
CCDC28B		3	3	0.4	No
PHF23		3	3	0.4	No
PPDPF		3	3	0.4	No
TMEM43		3	3	0.4	No
BCL2L14		3	3	0.4	No
NKAIN1		3	3	0.4	No
MUL1		3	3	0.4	No
PGBD5		4	3	0.4	Yes
VCPKMT		3	3	0.4	No
ARMT1		3	3	0.4	No
TNFAIP8L2		3	3	0.4	No
ARSJ		3	3	0.4	No
VTCN1		3	3	0.4	Yes
LIN28A		3	3	0.4	No
SH3D21		3	3	0.4	No
BBS10		3	3	0.4	No
GRTP1		3	3	0.4	No
CCDC82		3	3	0.4	No
ALG9		3	3	0.4	No
VASH2		3	3	0.4	No
ZNF552		3	3	0.4	No
NAA40		3	3	0.4	No
DCAKD		3	3	0.4	No
SETD6		3	3	0.4	Yes
L2HGDH		3	3	0.4	No
SCD5		3	3	0.4	No
ATAT1		3	3	0.4	No
DSN1		3	3	0.4	No
PGGHG		3	3	0.4	No
SPSB1		3	3	0.4	No
TTI2		3	3	0.4	No
MTERF2		3	3	0.4	No
CXXC4		3	3	0.4	No
PUS1		3	3	0.4	No
DNAJC5		3	3	0.4	No
WDR82		3	3	0.4	No
LY6G5C		3	3	0.4	No
TSEN2		3	3	0.4	No
CPTP		3	3	0.4	No
B9D2		3	3	0.4	No
APOL3		3	3	0.4	No
GRIP2		3	3	0.4	No
OR2AE1		3	3	0.4	No
MOB2		3	3	0.4	No
LRRC3		3	3	0.4	No
STMN4		3	3	0.4	No
APOLD1		3	3	0.4	No
CCDC130		3	3	0.4	No
CDT1		3	3	0.4	No
KAZALD1		3	3	0.4	No
UNC93B1		3	3	0.4	No
DEFB126		3	3	0.4	No
C6ORF62		3	3	0.4	No
KRTAP9-9		3	3	0.4	No
RAB1B		3	3	0.4	No
ABHD17A		3	3	0.4	No
CABLES2		3	3	0.4	No
SEH1L		3	3	0.4	No
HDHD3		3	3	0.4	No
TCF7L1		3	3	0.4	No
GSG1		3	3	0.4	No
RAB33B		3	3	0.4	No
RILP		3	3	0.4	No
GUCD1		3	3	0.4	No
DYNLRB2		3	3	0.4	No
ESPN		3	3	0.4	No
ATG10		3	3	0.4	No
KRTAP3-1		3	3	0.4	No
HASPIN		3	3	0.4	No
TMEM133		3	3	0.4	No
EIF2A		3	3	0.4	No
TM2D1		3	3	0.4	No
IMMP2L		3	3	0.4	No
REG4		3	3	0.4	No
RBM48		3	3	0.4	No
TOMM40L		3	3	0.4	No
RPF2		3	3	0.4	No
TBC1D3F		3	3	0.4	No
MRI1		3	3	0.4	No
RTL6		3	3	0.4	No
COQ5		3	3	0.4	No
NICN1		3	3	0.4	No
BTBD10		3	3	0.4	No
CAPNS2		3	3	0.4	No
ACBD6		3	3	0.4	No
DYDC2		3	3	0.4	No
PLPP5		3	3	0.4	No
ZC3H8		3	3	0.4	No
GLIS2		3	3	0.4	No
MGARP		3	3	0.4	No
PSRC1		3	3	0.4	No
UNC119B		3	3	0.4	No
B3GNT9		3	3	0.4	No
C19ORF48		3	3	0.4	No
ZNF503		3	3	0.4	No
ORAI1		3	3	0.4	No
SPPL2A		3	3	0.4	No
FAM136A		3	3	0.4	No
TMEM209		3	3	0.4	No
RAB2B		3	3	0.4	No
RITA1		3	3	0.4	No
FRMD5		3	3	0.4	No
PHYKPL		3	3	0.4	No
SYDE1		3	3	0.4	No
RHPN2		3	3	0.4	No
ARHGAP11B		3	3	0.4	No
TMEM116		3	3	0.4	No
SYS1		3	3	0.4	No
CTU1		3	3	0.4	No
IFT20		6	3	0.4	No
LRRC46		3	3	0.4	No
DUOXA1		3	3	0.4	No
N4BP2L1		3	3	0.4	No
TGIF2LY		3	3	0.4	No
PIP4P1		3	3	0.4	No
SPSB3		3	3	0.4	No
CCDC149		3	3	0.4	No
CCDC34		3	3	0.4	No
GGTLC2		3	3	0.4	No
MSANTD3		3	3	0.4	No
R3HDM4		3	3	0.4	No
LRP5L		4	3	0.4	No
ZNF845		3	3	0.4	No
CABLES1		3	3	0.4	No
C11ORF52		3	3	0.4	No
CXORF40A		3	3	0.4	No
SLC25A51		3	3	0.4	No
ZC3HAV1L		3	3	0.4	No
MTSS2		3	3	0.4	No
MTG1		3	3	0.4	No
METTL18		3	3	0.4	No
RBM18		3	3	0.4	No
ASB16		3	3	0.4	No
MGME1		3	3	0.4	No
TMEM169		3	3	0.4	No
HNRNPLL		3	3	0.4	No
MARS2		3	3	0.4	No
ZBTB47		3	3	0.4	No
PIGM		3	3	0.4	No
C1ORF158		3	3	0.4	No
CGB5		3	3	0.4	No
ORMDL3		3	3	0.4	No
PPP1R14A		3	3	0.4	No
MYL12B		3	3	0.4	No
RWDD2A		3	3	0.4	No
FDX2		3	3	0.4	No
TP53RK		3	3	0.4	No
MED8		3	3	0.4	No
PLCD3		3	3	0.4	No
IZUMO4		3	3	0.4	No
CYP2U1		3	3	0.4	No
ADPRHL1		3	3	0.4	No
MFSD3		3	3	0.4	No
ZBED6CL		3	3	0.4	No
PIK3IP1		3	3	0.4	No
FAM83F		3	3	0.4	No
ERMAP		3	3	0.4	No
CYGB		3	3	0.4	No
C1QTNF7		3	3	0.4	No
TSGA13		3	3	0.4	No
OMA1		3	3	0.4	No
ZNF689		3	3	0.4	No
ZNF501		3	3	0.4	No
ZMYND19		3	3	0.4	No
LYPD1		3	3	0.4	No
THEM4		3	3	0.4	No
ZFYVE27		3	3	0.4	No
BORCS7		3	3	0.4	No
CYP2R1		3	3	0.4	No
ISCA2		3	3	0.4	No
ACOT4		5	3	0.4	No
TC2N		3	3	0.4	No
C15ORF40		3	3	0.4	No
MTFMT		3	3	0.4	No
FOPNL		3	3	0.4	No
CMTM3		3	3	0.4	No
METTL23		3	3	0.4	No
USH1G		3	3	0.4	No
C17ORF64		3	3	0.4	No
CCDC43		3	3	0.4	No
MRPL10		3	3	0.4	No
CALR3		3	3	0.4	No
CCDC159		3	3	0.4	No
NR2C2AP		3	3	0.4	No
ANKLE1		3	3	0.4	No
CCSAP		3	3	0.4	No
B3GALT6		3	3	0.4	No
KLHDC9		3	3	0.4	No
ARL8A		3	3	0.4	No
TMEM125		3	3	0.4	No
VSTM2L		3	3	0.4	No
CST9		3	3	0.4	No
DUSP15		3	3	0.4	No
C20ORF144		3	3	0.4	No
TMEM150A		3	3	0.4	No
C2ORF76		3	3	0.4	No
SGPP2		3	3	0.4	No
OSR1		3	3	0.4	No
FAM43A		3	3	0.4	No
TMEM207		3	3	0.4	No
IQCF1		3	3	0.4	No
LSM11		3	3	0.4	No
ADAT2		3	3	0.4	No
ASZ1		3	3	0.4	No
C9ORF116		3	3	0.4	No
C9ORF85		3	3	0.4	No
RPP25L		3	3	0.4	No
FUNDC1		3	3	0.4	No
FOXR2		3	3	0.4	No
GPR119		4	3	0.4	No
RPS4Y2		3	3	0.4	No
ASB6		3	3	0.4	No
NOL4L		3	3	0.4	No
NRSN1		3	3	0.4	No
DEFB129		3	3	0.4	No
CNBD2		3	3	0.4	No
ACSM6		3	3	0.4	No
LDLRAD3		3	3	0.4	No
ABHD12B		3	3	0.4	No
MDP1		3	3	0.4	No
LYSMD4		3	3	0.4	No
GCOM1		3	3	0.4	No
C15ORF32		3	3	0.4	No
NRG4		3	3	0.4	No
ZNF597		3	3	0.4	No
CDRT15		3	3	0.4	No
LYPD4		3	3	0.4	No
IGFL2		3	3	0.4	No
TTC9B		3	3	0.4	No
TICAM1		3	3	0.4	No
FAM187B		3	3	0.4	No
NBPF12		3	3	0.4	No
CNIH3		3	3	0.4	No
EXOC8		3	3	0.4	No
CCDC24		3	3	0.4	No
SRARP		3	3	0.4	No
SHLD1		3	3	0.4	No
COMMD7		4	3	0.4	No
HORMAD2		3	3	0.4	No
CBWD2		3	3	0.4	No
C2ORF15		3	3	0.4	No
METTL21A		3	3	0.4	No
GDF7		3	3	0.4	No
WDSUB1		3	3	0.4	No
LRRC34		3	3	0.4	No
PAQR3		3	3	0.4	No
FAM53A		3	3	0.4	No
SPINK13		3	3	0.4	No
MARVELD2		3	3	0.4	No
SLC2A12		3	3	0.4	No
ATP6V0E2		3	3	0.4	No
LRATD2		3	3	0.4	No
NXNL2		3	3	0.4	No
TTLL11		3	3	0.4	No
AWAT1		3	3	0.4	No
C11ORF42		3	3	0.4	No
CLECL1		3	3	0.4	No
CCDC122		3	3	0.4	No
OXER1		3	3	0.4	No
TIGD2		3	3	0.4	No
TENT2		3	3	0.4	No
DCP2		3	3	0.4	No
OLIG3		3	3	0.4	No
TCEANC		3	3	0.4	No
PPP1R18		3	3	0.4	No
FAM9A		3	3	0.4	No
FAM9C		3	3	0.4	No
IMMP1L		4	3	0.4	No
AMN1		3	3	0.4	No
C12ORF77		3	3	0.4	No
CRTC2		3	3	0.4	No
ALG1L		3	3	0.4	No
KCTD6		3	3	0.4	No
TRIM65		3	3	0.4	No
UNC13D		3	3	0.4	No
RAB12		3	3	0.4	No
ZBTB7C		3	3	0.4	No
TAPT1		3	3	0.4	No
ADCK5		3	3	0.4	No
TUBB		3	3	0.4	No
C8ORF74		3	3	0.4	No
ATAD3C		3	3	0.4	No
GSX1		3	3	0.4	No
FOLH1B		3	3	0.4	No
FAM241B		3	3	0.4	No
TYSND1		3	3	0.4	No
TBCEL		3	3	0.4	No
MS4A15		3	3	0.4	No
OAF		3	3	0.4	No
FAM181B		3	3	0.4	No
HNRNPA3		3	3	0.4	No
CPNE2		3	3	0.4	No
C6ORF89		3	3	0.4	No
LEMD2		3	3	0.4	No
PXDC1		3	3	0.4	No
SP8		3	3	0.4	No
MTURN		3	3	0.4	No
DEFB128		3	3	0.4	No
SLC25A30		3	3	0.4	No
CERS6		3	3	0.4	No
ASPHD1		3	3	0.4	No
CXORF58		3	3	0.4	No
RNF169		3	3	0.4	No
LCORL		4	3	0.4	No
SLC41A1		4	3	0.4	No
LCE5A		3	3	0.4	No
KRTAP15-1		3	3	0.4	No
CALHM1		3	3	0.4	No
MPV17L		3	3	0.4	No
CFAP299		3	3	0.4	No
MBLAC1		3	3	0.4	No
HIST1H2BA		3	3	0.4	No
PDZD9		3	3	0.4	No
TMEM196		3	3	0.4	No
KANK3		3	3	0.4	No
C9ORF43		3	3	0.4	No
LY6G6F		3	3	0.4	No
TAS2R31		3	3	0.4	No
TAS2R50		4	3	0.4	No
NAP1L5		3	3	0.4	No
SSX9P		3	3	0.4	No
IFNL1		3	3	0.4	No
SLC25A45		3	3	0.4	No
CRACR2B		3	3	0.4	No
MORN3		3	3	0.4	No
LINC01465		3	3	0.4	No
C14ORF178		3	3	0.4	No
